[training@localhost SongDoop]$ hadoop jar src/SongDoop.jar SongDoopDriver 'MillionSongSubset/data/A/G/*' test_out MillionSongSubset/data/A/U/R/TRAURYF128F147805D.song MillionSongSubset/data/A/I/U/TRAIUSY12903CF0C92.song
13/12/26 23:11:29 WARN mapred.JobClient: Use GenericOptionsParser for parsing the arguments. Applications should implement Tool for the same.
13/12/26 23:11:30 INFO input.FileInputFormat: Total input paths to process : 306
13/12/26 23:11:30 INFO mapred.JobClient: Running job: job_201312261955_0007
13/12/26 23:11:31 INFO mapred.JobClient:  map 0% reduce 0%
13/12/26 23:11:45 INFO mapred.JobClient:  map 1% reduce 0%
13/12/26 23:11:55 INFO mapred.JobClient:  map 2% reduce 0%
13/12/26 23:11:59 INFO mapred.JobClient:  map 3% reduce 0%
13/12/26 23:12:12 INFO mapred.JobClient:  map 4% reduce 0%
13/12/26 23:12:18 INFO mapred.JobClient:  map 5% reduce 0%
13/12/26 23:12:29 INFO mapred.JobClient:  map 5% reduce 1%
13/12/26 23:12:30 INFO mapred.JobClient:  map 6% reduce 1%
13/12/26 23:12:35 INFO mapred.JobClient:  map 6% reduce 2%
13/12/26 23:12:36 INFO mapred.JobClient:  map 7% reduce 2%
13/12/26 23:12:46 INFO mapred.JobClient:  map 8% reduce 2%
13/12/26 23:12:52 INFO mapred.JobClient:  map 9% reduce 2%
13/12/26 23:12:57 INFO mapred.JobClient:  map 9% reduce 3%
13/12/26 23:13:03 INFO mapred.JobClient:  map 10% reduce 3%
13/12/26 23:13:09 INFO mapred.JobClient:  map 11% reduce 3%
13/12/26 23:13:20 INFO mapred.JobClient:  map 12% reduce 3%
13/12/26 23:13:22 INFO mapred.JobClient:  map 12% reduce 4%
13/12/26 23:13:26 INFO mapred.JobClient:  map 13% reduce 4%
13/12/26 23:13:36 INFO mapred.JobClient:  map 14% reduce 4%
13/12/26 23:13:41 INFO mapred.JobClient:  map 15% reduce 4%
13/12/26 23:13:46 INFO mapred.JobClient:  map 15% reduce 5%
13/12/26 23:13:52 INFO mapred.JobClient:  map 16% reduce 5%
13/12/26 23:14:02 INFO mapred.JobClient:  map 17% reduce 5%
13/12/26 23:14:08 INFO mapred.JobClient:  map 18% reduce 5%
13/12/26 23:14:13 INFO mapred.JobClient:  map 18% reduce 6%
13/12/26 23:14:17 INFO mapred.JobClient:  map 19% reduce 6%
13/12/26 23:14:22 INFO mapred.JobClient:  map 20% reduce 6%
13/12/26 23:14:32 INFO mapred.JobClient:  map 21% reduce 6%
13/12/26 23:14:37 INFO mapred.JobClient:  map 22% reduce 7%
13/12/26 23:14:47 INFO mapred.JobClient:  map 23% reduce 7%
13/12/26 23:14:53 INFO mapred.JobClient:  map 24% reduce 7%
13/12/26 23:14:56 INFO mapred.JobClient:  map 24% reduce 8%
13/12/26 23:15:02 INFO mapred.JobClient:  map 25% reduce 8%
13/12/26 23:15:08 INFO mapred.JobClient:  map 26% reduce 8%
13/12/26 23:15:18 INFO mapred.JobClient:  map 27% reduce 8%
13/12/26 23:15:23 INFO mapred.JobClient:  map 28% reduce 9%
13/12/26 23:15:33 INFO mapred.JobClient:  map 29% reduce 9%
13/12/26 23:15:39 INFO mapred.JobClient:  map 30% reduce 9%
13/12/26 23:15:44 INFO mapred.JobClient:  map 30% reduce 10%
