[training@localhost SongDoop]$ hadoop jar src/SongDoop.jar SongDoopDriver 'MillionSongSubset/data/A/G/*' test_out MillionSongSubset/data/A/U/R/TRAURYF128F147805D.song MillionSongSubset/data/A/I/U/TRAIUSY12903CF0C92.song
13/12/27 01:21:58 WARN mapred.JobClient: Use GenericOptionsParser for parsing the arguments. Applications should implement Tool for the same.
13/12/27 01:21:59 INFO input.FileInputFormat: Total input paths to process : 306
13/12/27 01:21:59 INFO mapred.JobClient: Running job: job_201312261955_0008
13/12/27 01:22:00 INFO mapred.JobClient:  map 0% reduce 0%
13/12/27 01:22:11 INFO mapred.JobClient:  map 1% reduce 0%
13/12/27 01:22:19 INFO mapred.JobClient:  map 2% reduce 0%
13/12/27 01:22:23 INFO mapred.JobClient:  map 3% reduce 0%
13/12/27 01:22:32 INFO mapred.JobClient:  map 4% reduce 0%
13/12/27 01:22:36 INFO mapred.JobClient:  map 5% reduce 0%
13/12/27 01:22:46 INFO mapred.JobClient:  map 6% reduce 1%
13/12/27 01:22:50 INFO mapred.JobClient:  map 7% reduce 1%
13/12/27 01:22:52 INFO mapred.JobClient:  map 7% reduce 2%
13/12/27 01:22:57 INFO mapred.JobClient:  map 8% reduce 2%
13/12/27 01:23:01 INFO mapred.JobClient:  map 9% reduce 2%
13/12/27 01:23:04 INFO mapred.JobClient:  map 9% reduce 3%
13/12/27 01:23:09 INFO mapred.JobClient:  map 10% reduce 3%
13/12/27 01:23:13 INFO mapred.JobClient:  map 11% reduce 3%
13/12/27 01:23:22 INFO mapred.JobClient:  map 12% reduce 3%
13/12/27 01:23:26 INFO mapred.JobClient:  map 13% reduce 3%
13/12/27 01:23:29 INFO mapred.JobClient:  map 13% reduce 4%
13/12/27 01:23:34 INFO mapred.JobClient:  map 14% reduce 4%
13/12/27 01:23:38 INFO mapred.JobClient:  map 15% reduce 4%
13/12/27 01:23:41 INFO mapred.JobClient:  map 15% reduce 5%
13/12/27 01:23:46 INFO mapred.JobClient:  map 16% reduce 5%
13/12/27 01:23:54 INFO mapred.JobClient:  map 17% reduce 5%
13/12/27 01:23:58 INFO mapred.JobClient:  map 18% reduce 5%
13/12/27 01:23:59 INFO mapred.JobClient:  map 18% reduce 6%
13/12/27 01:24:06 INFO mapred.JobClient:  map 19% reduce 6%
13/12/27 01:24:10 INFO mapred.JobClient:  map 20% reduce 6%
13/12/27 01:24:18 INFO mapred.JobClient:  map 21% reduce 6%
13/12/27 01:24:20 INFO mapred.JobClient:  map 21% reduce 7%
13/12/27 01:24:22 INFO mapred.JobClient:  map 22% reduce 7%
13/12/27 01:24:30 INFO mapred.JobClient:  map 23% reduce 7%
13/12/27 01:24:34 INFO mapred.JobClient:  map 24% reduce 7%
13/12/27 01:24:35 INFO mapred.JobClient:  map 24% reduce 8%
13/12/27 01:24:42 INFO mapred.JobClient:  map 25% reduce 8%
13/12/27 01:24:45 INFO mapred.JobClient:  map 26% reduce 8%
13/12/27 01:24:54 INFO mapred.JobClient:  map 27% reduce 8%
13/12/27 01:24:56 INFO mapred.JobClient:  map 27% reduce 9%
13/12/27 01:24:58 INFO mapred.JobClient:  map 28% reduce 9%
13/12/27 01:25:05 INFO mapred.JobClient:  map 29% reduce 9%
13/12/27 01:25:10 INFO mapred.JobClient:  map 30% reduce 9%
13/12/27 01:25:11 INFO mapred.JobClient:  map 30% reduce 10%
13/12/27 01:25:17 INFO mapred.JobClient:  map 31% reduce 10%
13/12/27 01:25:21 INFO mapred.JobClient:  map 32% reduce 10%
13/12/27 01:25:30 INFO mapred.JobClient:  map 33% reduce 10%
13/12/27 01:25:35 INFO mapred.JobClient:  map 33% reduce 11%
13/12/27 01:25:37 INFO mapred.JobClient:  map 34% reduce 11%
13/12/27 01:25:42 INFO mapred.JobClient:  map 35% reduce 11%
13/12/27 01:25:49 INFO mapred.JobClient:  map 36% reduce 11%
13/12/27 01:25:50 INFO mapred.JobClient:  map 36% reduce 12%
13/12/27 01:25:53 INFO mapred.JobClient:  map 37% reduce 12%
13/12/27 01:26:02 INFO mapred.JobClient:  map 38% reduce 12%
13/12/27 01:26:06 INFO mapred.JobClient:  map 39% reduce 12%
13/12/27 01:26:09 INFO mapred.JobClient:  map 39% reduce 13%
13/12/27 01:26:14 INFO mapred.JobClient:  map 40% reduce 13%
13/12/27 01:26:18 INFO mapred.JobClient:  map 41% reduce 13%
13/12/27 01:26:26 INFO mapred.JobClient:  map 42% reduce 13%
13/12/27 01:26:31 INFO mapred.JobClient:  map 43% reduce 13%
13/12/27 01:26:33 INFO mapred.JobClient:  map 43% reduce 14%
13/12/27 01:26:39 INFO mapred.JobClient:  map 44% reduce 14%
13/12/27 01:26:43 INFO mapred.JobClient:  map 45% reduce 14%
13/12/27 01:26:45 INFO mapred.JobClient:  map 45% reduce 15%
13/12/27 01:26:51 INFO mapred.JobClient:  map 46% reduce 15%
13/12/27 01:26:55 INFO mapred.JobClient:  map 47% reduce 15%
13/12/27 01:27:04 INFO mapred.JobClient:  map 48% reduce 15%
13/12/27 01:27:06 INFO mapred.JobClient:  map 48% reduce 16%
13/12/27 01:27:07 INFO mapred.JobClient:  map 49% reduce 16%
13/12/27 01:27:16 INFO mapred.JobClient:  map 50% reduce 16%
13/12/27 01:27:23 INFO mapred.JobClient:  map 51% reduce 16%
13/12/27 01:27:27 INFO mapred.JobClient:  map 52% reduce 16%
13/12/27 01:27:30 INFO mapred.JobClient:  map 52% reduce 17%
13/12/27 01:27:35 INFO mapred.JobClient:  map 53% reduce 17%
13/12/27 01:27:40 INFO mapred.JobClient:  map 54% reduce 17%
13/12/27 01:27:42 INFO mapred.JobClient:  map 54% reduce 18%
13/12/27 01:27:48 INFO mapred.JobClient:  map 55% reduce 18%
13/12/27 01:27:53 INFO mapred.JobClient:  map 56% reduce 18%
13/12/27 01:28:02 INFO mapred.JobClient:  map 57% reduce 18%
13/12/27 01:28:03 INFO mapred.JobClient:  map 57% reduce 19%
13/12/27 01:28:07 INFO mapred.JobClient:  map 58% reduce 19%
13/12/27 01:28:15 INFO mapred.JobClient:  map 59% reduce 19%
13/12/27 01:28:20 INFO mapred.JobClient:  map 60% reduce 19%
13/12/27 01:28:21 INFO mapred.JobClient:  map 60% reduce 20%
13/12/27 01:28:28 INFO mapred.JobClient:  map 61% reduce 20%
13/12/27 01:28:32 INFO mapred.JobClient:  map 62% reduce 20%
13/12/27 01:28:41 INFO mapred.JobClient:  map 63% reduce 20%
13/12/27 01:28:43 INFO mapred.JobClient:  map 63% reduce 21%
13/12/27 01:28:46 INFO mapred.JobClient:  map 64% reduce 21%
13/12/27 01:28:55 INFO mapred.JobClient:  map 65% reduce 21%
13/12/27 01:28:59 INFO mapred.JobClient:  map 66% reduce 21%
13/12/27 01:29:01 INFO mapred.JobClient:  map 66% reduce 22%
13/12/27 01:29:08 INFO mapred.JobClient:  map 67% reduce 22%
13/12/27 01:29:16 INFO mapred.JobClient:  map 68% reduce 22%
13/12/27 01:29:22 INFO mapred.JobClient:  map 69% reduce 22%
13/12/27 01:29:28 INFO mapred.JobClient:  map 69% reduce 23%
13/12/27 01:29:31 INFO mapred.JobClient:  map 70% reduce 23%
13/12/27 01:29:35 INFO mapred.JobClient:  map 71% reduce 23%
13/12/27 01:29:45 INFO mapred.JobClient:  map 72% reduce 23%
13/12/27 01:29:46 INFO mapred.JobClient:  map 72% reduce 24%
13/12/27 01:29:49 INFO mapred.JobClient:  map 73% reduce 24%
13/12/27 01:29:57 INFO mapred.JobClient:  map 74% reduce 24%
13/12/27 01:30:02 INFO mapred.JobClient:  map 75% reduce 24%
13/12/27 01:30:08 INFO mapred.JobClient:  map 75% reduce 25%
13/12/27 01:30:11 INFO mapred.JobClient:  map 76% reduce 25%
13/12/27 01:30:15 INFO mapred.JobClient:  map 77% reduce 25%
13/12/27 01:30:24 INFO mapred.JobClient:  map 78% reduce 25%
13/12/27 01:30:26 INFO mapred.JobClient:  map 78% reduce 26%
